18-08-08 14:48:23 --- one package
18-08-08 14:48:54 ---  -547 -1128  9898
18-08-08 14:48:54 ---  -574 -1221  9827
18-08-08 14:48:54 ---  -618 -1312  9752
18-08-08 14:48:54 ---  -658 -1407  9676
18-08-08 14:48:54 ---  -701 -1511  9597
18-08-08 14:48:54 ---  -744 -1621  9519
18-08-08 14:48:54 ---  -787 -1714  9453
18-08-08 14:48:54 ---  -806 -1744  9396
18-08-08 14:48:54 ---  -791 -1714  9356
18-08-08 14:48:54 ---  -736 -1642  9333
18-08-08 14:48:54 ---  -651 -1564  9309
18-08-08 14:48:54 ---  -578 -1537  9278
18-08-08 14:48:54 ---  -516 -1577  9234
18-08-08 14:48:54 ---  -482 -1679  9175
18-08-08 14:48:54 ---  -453 -1828  9106
18-08-08 14:48:54 ---  -430 -2003  9031
18-08-08 14:48:54 ---  -406 -2190  8951
18-08-08 14:48:54 ---  -371 -2382  8867
18-08-08 14:48:54 ---  -340 -2565  8775
18-08-08 14:48:54 ---  -304 -2741  8686
18-08-08 14:48:54 ---  -259 -2905  8581
18-08-08 14:48:54 ---  -218 -3054  8518
18-08-08 14:48:54 ---  -166 -3197  8427
18-08-08 14:48:54 ---  -119 -3324  8367
18-08-08 14:48:54 ---   -69 -3444  8294
18-08-08 14:48:54 ---   -34 -3540  8230
18-08-08 14:48:54 ---    -3 -3621  8176
18-08-08 14:48:54 ---     6 -3672  8123
18-08-08 14:48:54 ---   -12 -3694  8083
18-08-08 14:48:54 ---   -48 -3693  8025
18-08-08 14:48:54 ---  -112 -3665  8018
18-08-08 14:48:54 ---  -182 -3630  7997
18-08-08 14:48:54 ---  -257 -3577  8034
18-08-08 14:48:54 ---  -342 -3519  8033
18-08-08 14:48:54 ---  -431 -3448  7997
18-08-08 14:48:54 ---  -525 -3389  7922
18-08-08 14:48:54 ---  -634 -3324  7844
18-08-08 14:48:54 ---  -732 -3286  7785
18-08-08 14:48:54 ---  -837 -3247  7745
18-08-08 14:48:54 ---  -929 -3237  7694
18-08-08 14:48:54 --- -1011 -3238  7637
18-08-08 14:48:54 --- -1085 -3250  7505
18-08-08 14:48:54 --- -1134 -3281  7342
18-08-08 14:48:54 --- -1187 -3317  7240
18-08-08 14:48:54 --- -1226 -3378  7136
18-08-08 14:48:54 --- -1252 -3453  7028
18-08-08 14:48:54 --- -1295 -3540  7001
18-08-08 14:48:54 --- -1320 -3635  6823
18-08-08 14:48:54 --- -1360 -3735  6710
18-08-08 14:48:54 --- -1383 -3841  6515
18-08-08 14:48:54 --- -1421 -3961  6159
18-08-08 14:48:54 --- -1441 -4090  5946
18-08-08 14:48:54 --- -1482 -4229  5939
18-08-08 14:48:54 --- -1510 -4371  5771
18-08-08 14:48:54 --- -1546 -4523  5595
18-08-08 14:48:54 --- -1589 -4661  5344
18-08-08 14:48:54 --- -1626 -5076  5193
18-08-08 14:48:54 --- -1678 -5210  4996
18-08-08 14:48:54 --- -1709 -5252  4795
18-08-08 14:48:54 --- -1739 -5414  4694
18-08-08 14:48:54 --- -1781 -5527  4426
18-08-08 14:48:54 --- -2047 -5648  4247
18-08-08 14:48:54 --- -1840 -5752  3950
18-08-08 14:48:54 --- -1838 -5890  3758
18-08-08 14:48:54 --- -1883 -5993  3531
18-08-08 14:48:54 --- -1880 -6159  3435
18-08-08 14:48:54 --- -1913 -6270  3436
18-08-08 14:48:54 --- -1901 -6413  3256
18-08-08 14:48:54 --- -1912 -6495  3059
18-08-08 14:48:54 --- -1919 -6608  2923
18-08-08 14:48:54 --- -1904 -6672  2603
18-08-08 14:48:54 --- -1912 -6779  2547
18-08-08 14:48:54 --- -1886 -6866  2383
18-08-08 14:48:54 --- -1870 -6965  2237
18-08-08 14:48:54 --- -1872 -7061  2259
18-08-08 14:48:54 --- -1854 -7130  1976
18-08-08 14:48:54 --- -1860 -7182  1974
18-08-08 14:48:54 --- -1848 -7222  1680
18-08-08 14:48:54 --- -1823 -7258  1558
18-08-08 14:48:54 --- -1792 -7305  1561
18-08-08 14:48:54 --- -1743 -7360  1417
18-08-08 14:48:54 --- -1706 -7397  1459
18-08-08 14:48:54 --- -1652 -7421  1259
18-08-08 14:48:54 --- -1622 -7427  1135
18-08-08 14:48:54 --- -1563 -7432  1032
18-08-08 14:48:54 --- -1497 -7446   942
18-08-08 14:48:54 --- -1418 -7468   935
18-08-08 14:48:54 --- -1317 -7493   903
18-08-08 14:48:54 --- -1222 -7520   942
18-08-08 14:48:54 --- -1133 -7546   966
18-08-08 14:48:54 --- -1042 -7564   983
18-08-08 14:48:54 ---  -966 -7573  1001
18-08-08 14:48:54 ---  -893 -7577   991
18-08-08 14:48:54 ---  -811 -7575   971
18-08-08 14:48:54 ---  -737 -7582   955
18-08-08 14:48:54 ---  -655 -7592   935
18-08-08 14:48:54 ---  -579 -7616   930
18-08-08 14:48:54 ---  -507 -7641   934
18-08-08 14:48:54 ---  -453 -7678   947
18-08-08 14:48:54 ---  -404 -7703   972
18-08-08 14:48:54 ---  -372 -7717   990
18-08-08 14:48:54 ---  -354 -7723  1034
18-08-08 14:48:54 ---  -353 -7711  1099
18-08-08 14:48:54 ---  -364 -7705  1196
18-08-08 14:48:54 ---  -393 -7700  1316
18-08-08 14:48:54 ---  -424 -7705  1448
18-08-08 14:48:54 ---  -456 -7713  1563
18-08-08 14:48:54 ---  -479 -7733  1668
18-08-08 14:48:54 ---  -491 -7760  1733
18-08-08 14:48:54 ---  -496 -7804  1787
18-08-08 14:48:54 ---  -494 -7855  1808
18-08-08 14:48:54 ---  -491 -7922  1815
18-08-08 14:48:54 ---  -495 -7988  1829
18-08-08 14:48:54 ---  -494 -8054  1843
18-08-08 14:48:54 ---  -504 -8117  1862
18-08-08 14:48:54 ---  -517 -8180  1887
18-08-08 14:48:54 ---  -522 -8236  1911
18-08-08 14:48:54 ---  -531 -8284  1926
18-08-08 14:48:54 ---  -527 -8326  1946
18-08-08 14:48:54 ---  -516 -8360  1971
18-08-08 14:48:54 ---  -506 -8392  2001
18-08-08 14:48:54 ---  -494 -8422  2034
18-08-08 14:48:54 ---  -478 -8449  2064
18-08-08 14:48:55 --- one package
18-08-08 14:48:55 ---   274 -8905   677
18-08-08 14:48:55 ---   274 -8577  1098
18-08-08 14:48:55 ---   585 -7821   486
18-08-08 14:48:55 ---   756 -7413   462
18-08-08 14:48:55 ---  1007 -7670   531
18-08-08 14:48:55 ---   763 -8155   425
18-08-08 14:48:55 ---   714 -8213   710
18-08-08 14:48:55 ---   884 -7881   548
18-08-08 14:48:55 ---   943 -7515   482
18-08-08 14:48:55 ---   912 -7471   557
18-08-08 14:48:55 ---   907 -7572   548
18-08-08 14:48:55 ---   880 -7686   656
18-08-08 14:48:55 ---   937 -7662   697
18-08-08 14:48:55 ---   987 -7645   680
18-08-08 14:48:55 ---  1004 -7627   760
18-08-08 14:48:55 ---  1020 -7643   774
18-08-08 14:48:55 ---   986 -7685   846
18-08-08 14:48:55 ---   984 -7681   926
18-08-08 14:48:55 ---  1002 -7703   963
18-08-08 14:48:55 ---  1024 -7723  1068
18-08-08 14:48:55 ---  1063 -7816  1133
18-08-08 14:48:55 ---  1073 -7938  1277
18-08-08 14:48:55 ---  1073 -8079  1410
18-08-08 14:48:55 ---  1061 -8128  1548
18-08-08 14:48:55 ---  1055 -8107  1645
18-08-08 14:48:55 ---  1045 -8042  1724
18-08-08 14:48:55 ---  1025 -8023  1797
18-08-08 14:48:55 ---   993 -8008  1892
18-08-08 14:48:55 ---   965 -8002  1953
18-08-08 14:48:55 ---   916 -7946  2002
18-08-08 14:48:55 ---   867 -7899  2013
18-08-08 14:48:55 ---   801 -7865  2044
18-08-08 14:48:55 ---   743 -7861  2066
18-08-08 14:48:55 ---   709 -7844  2105
18-08-08 14:48:55 ---   696 -7799  2124
18-08-08 14:48:55 ---   700 -7740  2128
18-08-08 14:48:55 ---   692 -7720  2131
18-08-08 14:48:55 ---   689 -7750  2150
18-08-08 14:48:55 ---   681 -7791  2152
18-08-08 14:48:55 ---   689 -7817  2146
18-08-08 14:48:55 ---   707 -7816  2111
18-08-08 14:48:55 ---   724 -7806  2080
18-08-08 14:48:55 ---   732 -7809  2056
18-08-08 14:48:55 ---   726 -7819  2051
18-08-08 14:48:55 ---   698 -7821  2043
18-08-08 14:48:55 ---   658 -7803  2029
18-08-08 14:48:55 ---   601 -7781  2010
18-08-08 14:48:55 ---   537 -7756  1997
18-08-08 14:48:55 ---   465 -7725  1985
18-08-08 14:48:55 ---   387 -7682  1982
18-08-08 14:48:55 ---   303 -7621  1976
18-08-08 14:48:55 ---   205 -7568  1975
18-08-08 14:48:55 ---   112 -7506  1986
18-08-08 14:48:55 ---    21 -7465  1998
18-08-08 14:48:55 ---   -51 -7433  2024
18-08-08 14:48:55 ---  -104 -7406  2049
18-08-08 14:48:55 ---  -138 -7394  2064
18-08-08 14:48:55 ---  -174 -7416  2077
18-08-08 14:48:55 ---  -196 -7450  2087
18-08-08 14:48:55 ---  -230 -7484  2097
18-08-08 14:48:55 ---  -254 -7493  2102
18-08-08 14:48:55 ---  -300 -7476  2107
18-08-08 14:48:55 ---  -348 -7446  2115
18-08-08 14:48:55 ---  -400 -7427  2124
18-08-08 14:48:55 ---  -446 -7420  2134
18-08-08 14:48:55 ---  -476 -7422  2134
18-08-08 14:48:55 ---  -498 -7429  2136
18-08-08 14:48:55 ---  -526 -7454  2132
18-08-08 14:48:55 ---  -555 -7480  2162
18-08-08 14:48:55 ---  -583 -7514  2181
18-08-08 14:48:55 ---  -603 -7522  2215
18-08-08 14:48:55 ---  -616 -7516  2238
18-08-08 14:48:55 ---  -636 -7501  2267
18-08-08 14:48:55 ---  -658 -7488  2314
18-08-08 14:48:55 ---  -689 -7490  2362
18-08-08 14:48:55 ---  -713 -7504  2423
18-08-08 14:48:55 ---  -720 -7521  2460
18-08-08 14:48:55 ---  -718 -7515  2484
18-08-08 14:48:55 ---  -711 -7488  2503
18-08-08 14:48:55 ---  -720 -7451  2530
18-08-08 14:48:55 ---  -748 -7389  2586
18-08-08 14:48:55 ---  -792 -7325  2675
18-08-08 14:48:55 ---  -837 -7246  2775
18-08-08 14:48:55 ---  -882 -7167  2883
18-08-08 14:48:56 ---  -505 -8292  3112
18-08-08 14:48:56 ---   941 -10648  6502
18-08-08 14:48:56 ---  2114 -11775  5470
18-08-08 14:48:56 ---  3230 -12652  7987
18-08-08 14:48:56 ---  3329 -11197  5283
18-08-08 14:48:56 ---  1941 -8512  2150
18-08-08 14:48:56 ---   684 -6753  2581
18-08-08 14:48:56 ---  -105 -6469  1803
18-08-08 14:48:56 ---  -173 -6339  2635
18-08-08 14:48:56 ---   149 -6902  2695
18-08-08 14:48:56 ---   299 -7180  2795
18-08-08 14:48:56 ---   192 -7269  2730
18-08-08 14:48:56 ---    36 -7439  3083
18-08-08 14:48:56 ---    82 -7719  3079
18-08-08 14:48:56 ---   146 -7547  2963
18-08-08 14:48:56 ---   102 -7432  2631
18-08-08 14:48:56 ---  -451 -7233  2635
18-08-08 14:48:56 ---  -413 -7253  2259
18-08-08 14:48:56 ---  -431 -7400  2500
18-08-08 14:48:56 ---  -203 -7664  2447
18-08-08 14:48:56 ---  -169 -7567  2407
18-08-08 14:48:56 ---  -214 -7592  2285
18-08-08 14:48:56 ---  -261 -7432  2302
18-08-08 14:48:56 ---  -352 -7457  2247
18-08-08 14:48:56 ---  -466 -7381  2303
18-08-08 14:48:56 ---  -627 -7437  2305
18-08-08 14:48:56 ---  -712 -7439  2386
18-08-08 14:48:56 ---  -756 -7540  2418
18-08-08 14:48:56 ---  -761 -7538  2490
18-08-08 14:48:56 ---  -828 -7623  2494
18-08-08 14:48:56 ---  -871 -7559  2518
18-08-08 14:48:56 ---  -911 -7538  2489
18-08-08 14:48:56 ---  -894 -7475  2535
18-08-08 14:48:56 ---  -865 -7465  2585
18-08-08 14:48:56 ---  -858 -7376  2643
18-08-08 14:48:56 ---  -865 -7324  2650
18-08-08 14:48:56 ---  -846 -7249  2741
18-08-08 14:48:56 ---  -822 -7228  2768
18-08-08 14:48:56 ---  -791 -7233  2865
18-08-08 14:48:56 ---  -800 -7288  2925
18-08-08 14:48:56 ---  -809 -7333  2964
18-08-08 14:48:56 ---  -808 -7312  2952
18-08-08 14:48:56 ---  -777 -7266  2939
18-08-08 14:48:56 ---  -726 -7230  2982
18-08-08 14:48:56 ---  -672 -7185  3079
18-08-08 14:48:56 ---  -640 -7192  3128
18-08-08 14:48:56 ---  -575 -7185  3258
18-08-08 14:48:56 ---  -513 -7164  3349
18-08-08 14:48:56 ---  -461 -7106  3388
18-08-08 14:48:56 ---  -453 -7017  3471
18-08-08 14:48:56 ---  -514 -6949  3511
18-08-08 14:48:56 ---  -575 -6844  3559
18-08-08 14:48:56 ---  -600 -6754  3586
18-08-08 14:48:56 ---  -568 -6622  3690
18-08-08 14:48:56 ---  -506 -6512  3735
18-08-08 14:48:56 ---  -464 -6405  3889
18-08-08 14:48:56 ---  -487 -6318  3937
18-08-08 14:48:56 ---  -538 -6254  4085
18-08-08 14:48:56 ---  -616 -6176  4124
18-08-08 14:48:56 ---  -686 -6129  4158
18-08-08 14:48:56 ---  -704 -6086  4258
18-08-08 14:48:56 ---  -673 -6033  4318
18-08-08 14:48:56 ---  -608 -5996  4413
18-08-08 14:48:56 ---  -590 -5937  4524
18-08-08 14:48:56 ---  -638 -5853  4560
18-08-08 14:48:56 ---  -784 -5817  4519
18-08-08 14:48:56 ---  -936 -5771  4641
18-08-08 14:48:56 --- -1010 -5707  4558
18-08-08 14:48:56 --- -1035 -5696  4609
18-08-08 14:48:56 --- -1039 -5713  4660
18-08-08 14:48:56 --- -1067 -5717  4620
18-08-08 14:48:56 --- -1128 -5820  4574
18-08-08 14:48:56 --- -1147 -5905  4733
18-08-08 14:48:56 --- -1108 -5984  4617
18-08-08 14:48:56 --- -1060 -5966  4621
18-08-08 14:48:56 --- -1066 -6002  4563
18-08-08 14:48:56 --- -1064 -5838  4423
18-08-08 14:48:56 --- -1079 -5803  4312
18-08-08 14:48:56 --- -1061 -5834  4421
18-08-08 14:48:56 ---  -997 -5897  4493
18-08-08 14:48:56 ---  -990 -6051  4513
18-08-08 14:48:56 ---  -997 -6194  4623
18-08-08 14:48:56 ---  -970 -6248  4598
18-08-08 14:48:56 ---  -931 -6284  4437
18-08-08 14:48:56 ---  -884 -6329  4452
18-08-08 14:48:56 ---  -838 -6309  4297
18-08-08 14:48:56 ---  -822 -6321  4077
18-08-08 14:48:56 ---  -838 -6460  4107
18-08-08 14:48:56 ---  -791 -6534  4060
18-08-08 14:48:56 ---  -745 -6639  3920
18-08-08 14:48:56 ---  -700 -6815  4053
18-08-08 14:48:56 ---  -681 -6905  3943
18-08-08 14:48:56 ---  -704 -6936  3831
18-08-08 14:48:56 ---  -736 -7056  3778
18-08-08 14:48:56 ---  -755 -7076  3849
18-08-08 14:48:56 ---  -719 -7060  3770
18-08-08 14:48:56 ---  -683 -7126  3872
18-08-08 14:48:56 ---  -649 -7194  4043
18-08-08 14:48:56 ---  -661 -7160  3927
18-08-08 14:48:56 ---  -697 -7217  3921
18-08-08 14:48:56 ---  -757 -7210  4029
18-08-08 14:48:56 ---  -790 -7157  4014
18-08-08 14:48:56 ---  -822 -7107  4005
18-08-08 14:48:56 ---  -849 -7055  4172
18-08-08 14:48:56 ---  -865 -6958  4128
18-08-08 14:48:56 ---  -901 -6875  4348
18-08-08 14:48:56 ---  -919 -6872  4460
18-08-08 14:48:56 ---  -931 -6816  4537
18-08-08 14:48:56 ---  -942 -6827  4628
18-08-08 14:48:56 ---  -959 -6810  4694
18-08-08 14:48:56 ---  -982 -6786  4765
18-08-08 14:48:56 --- -1003 -6630  4826
18-08-08 14:48:56 --- -1015 -6544  5003
18-08-08 14:48:56 --- -1008 -6418  5029
18-08-08 14:48:56 ---  -999 -6324  5067
18-08-08 14:48:56 --- -1257 -6236  5143
18-08-08 14:48:56 --- -1030 -6157  5132
18-08-08 14:48:56 --- -1122 -6103  5175
18-08-08 14:48:56 --- -1154 -6069  5279
18-08-08 14:48:56 --- -1156 -6008  5316
18-08-08 14:48:56 --- -1119 -5934  5364
18-08-08 14:48:56 --- -1085 -5874  5473
18-08-08 14:48:56 --- -1032 -5792  5519
18-08-08 14:48:56 ---  -989 -5729  5588
18-08-08 14:48:56 ---  -941 -5666  5664
18-08-08 14:48:56 ---  -894 -5596  5698
18-08-08 14:48:56 ---  -843 -5518  5702
18-08-08 14:48:56 ---  -815 -5432  5716
18-08-08 14:48:56 ---  -799 -5345  5705
18-08-08 14:48:56 ---  -793 -5266  5739
18-08-08 14:48:56 ---  -779 -5206  5759
18-08-08 14:48:56 ---  -752 -5181  5828
18-08-08 14:48:56 ---  -705 -5150  5891
18-08-08 14:48:56 ---  -656 -5129  5928
18-08-08 14:48:56 ---  -624 -5093  5989
18-08-08 14:48:56 ---  -590 -5047  6016
18-08-08 14:48:56 ---  -588 -5006  6027
18-08-08 14:48:56 ---  -595 -4959  6046
18-08-08 14:48:56 ---  -605 -4932  6051
18-08-08 14:48:56 ---  -622 -4879  6035
18-08-08 14:48:56 ---  -622 -4847  6048
18-08-08 14:48:56 ---  -609 -4799  6081
18-08-08 14:48:56 ---  -585 -4776  6146
18-08-08 14:48:56 ---  -555 -4745  6237
18-08-08 14:48:56 ---  -526 -4710  6309
18-08-08 14:48:56 ---  -501 -4672  6360
18-08-08 14:48:56 ---  -475 -4619  6411
18-08-08 14:48:56 ---  -456 -4551  6401
18-08-08 14:48:56 ---  -437 -4496  6408
18-08-08 14:48:56 ---  -444 -4451  6422
18-08-08 14:48:56 ---  -464 -4434  6429
18-08-08 14:48:57 ---  -485 -4434  6457
18-08-08 14:48:57 ---  -493 -4456  6489
18-08-08 14:48:57 ---  -474 -4443  6539
18-08-08 14:48:57 ---  -453 -4445  6562
18-08-08 14:48:57 ---  -442 -4440  6583
18-08-08 14:48:57 ---  -462 -4465  6639
18-08-08 14:48:57 ---  -488 -4512  6655
18-08-08 14:48:57 ---  -509 -4569  6677
18-08-08 14:48:57 ---  -515 -4613  6684
18-08-08 14:48:57 ---  -493 -4676  6673
18-08-08 14:48:57 ---  -460 -4725  6648
18-08-08 14:48:57 ---  -421 -4788  6624
18-08-08 14:48:57 ---  -385 -4865  6624
18-08-08 14:48:57 ---  -366 -4924  6646
18-08-08 14:48:57 ---  -361 -4986  6653
18-08-08 14:48:57 ---  -361 -5033  6662
18-08-08 14:48:57 ---  -363 -5097  6712
18-08-08 14:48:57 ---  -357 -5134  6701
18-08-08 14:48:57 ---  -354 -5180  6709
18-08-08 14:48:57 ---  -350 -5214  6740
18-08-08 14:48:57 ---  -361 -5232  6754
18-08-08 14:48:57 --- one package
18-08-08 14:48:57 --- -1333  -114  8137
18-08-08 14:48:57 --- -1333  -117  8136
18-08-08 14:48:57 --- -1345  -121  8135
18-08-08 14:48:57 --- -1358  -122  8128
18-08-08 14:48:57 --- -1366  -123  8131
18-08-08 14:48:57 --- -1375  -112  8121
18-08-08 14:48:57 --- -1371  -106  8121
18-08-08 14:48:57 --- -1371  -100  8125
18-08-08 14:48:57 --- -1359  -102  8139
18-08-08 14:48:57 --- -1356  -108  8162
18-08-08 14:48:57 --- -1342  -116  8194
18-08-08 14:48:57 --- -1333  -114  8226
18-08-08 14:48:57 --- -1324  -107  8253
18-08-08 14:48:57 --- -1318  -104  8285
18-08-08 14:48:57 --- -1317   -99  8307
18-08-08 14:48:57 --- -1323  -105  8334
18-08-08 14:48:57 --- -1326  -111  8359
18-08-08 14:48:57 --- -1335  -114  8374
18-08-08 14:48:57 --- -1338  -114  8382
18-08-08 14:48:57 --- -1333  -115  8377
18-08-08 14:48:57 --- -1331  -108  8357
18-08-08 14:48:57 --- -1317  -104  8335
18-08-08 14:48:57 --- -1304   -93  8308
18-08-08 14:48:57 --- -1294   -85  8281
18-08-08 14:48:57 --- -1286   -77  8259
18-08-08 14:48:57 --- -1289   -68  8237
18-08-08 14:48:57 --- -1303   -60  8219
18-08-08 14:48:57 --- -1321   -46  8213
18-08-08 14:48:57 --- -1347   -33  8203
18-08-08 14:48:57 --- -1367   -22  8199
18-08-08 14:48:57 --- -1383   -13  8197
18-08-08 14:48:57 --- -1388   -11  8193
18-08-08 14:48:57 --- -1395   -13  8197
18-08-08 14:48:57 --- -1392   -27  8200
18-08-08 14:48:57 --- -1391   -43  8209
18-08-08 14:48:57 --- -1388   -69  8225
18-08-08 14:48:58 --- -1386   -93  8229
18-08-08 14:48:58 --- -1373  -117  8237
18-08-08 14:48:58 --- -1355  -143  8242
18-08-08 14:48:58 --- -1324  -160  8248
18-08-08 14:48:58 --- -1292  -174  8265
18-08-08 14:48:58 --- -1254  -176  8288
18-08-08 14:48:58 --- -1230  -177  8310
18-08-08 14:48:58 --- -1198  -170  8328
18-08-08 14:48:58 --- -1187  -168  8334
18-08-08 14:48:58 --- -1189  -161  8331
18-08-08 14:48:58 --- -1197  -154  8312
18-08-08 14:48:58 --- -1230  -146  8281
18-08-08 14:48:58 --- -1249  -140  8244
18-08-08 14:48:58 --- -1264  -131  8208
18-08-08 14:48:58 --- -1269  -132  8173
18-08-08 14:48:58 --- -1274  -130  8143
18-08-08 14:48:58 --- -1269  -131  8132
18-08-08 14:48:58 --- -1273  -130  8121
18-08-08 14:48:58 --- -1269  -126  8125
18-08-08 14:48:58 --- -1263  -127  8132
18-08-08 14:48:58 --- -1257  -129  8148
18-08-08 14:48:58 --- -1261  -139  8170
18-08-08 14:48:58 --- -1274  -143  8188
18-08-08 14:48:58 --- -1297  -149  8196
18-08-08 14:48:58 --- -1321  -150  8193
18-08-08 14:48:58 --- -1349  -144  8176
18-08-08 14:48:58 --- -1369  -138  8173
18-08-08 14:48:58 --- -1398  -128  8166
18-08-08 14:48:58 --- -1427  -119  8174
18-08-08 14:48:58 --- -1459  -106  8179
18-08-08 14:48:58 --- -1478   -96  8189
18-08-08 14:48:58 --- -1488   -92  8200
18-08-08 14:48:58 --- -1480   -99  8214
18-08-08 14:48:58 --- -1460  -113  8229
18-08-08 14:48:58 --- -1440  -128  8248
18-08-08 14:48:58 --- -1411  -138  8272
18-08-08 14:48:58 --- -1392  -138  8298
18-08-08 14:48:58 --- -1371  -140  8315
18-08-08 14:48:58 --- -1350  -141  8332
18-08-08 14:48:58 --- -1330  -140  8342
18-08-08 14:48:58 --- -1307  -140  8340
18-08-08 14:48:58 --- -1281  -137  8346
18-08-08 14:48:58 --- -1265  -142  8336
18-08-08 14:48:58 --- -1253  -138  8328
18-08-08 14:48:58 --- -1248  -145  8304
18-08-08 14:48:58 --- -1256  -136  8276
18-08-08 14:48:58 --- -1264  -133  8236
18-08-08 14:48:58 --- -1281  -115  8199
18-08-08 14:48:58 --- -1303   -94  8161
18-08-08 14:48:58 --- -1329   -58  8133
18-08-08 14:48:58 --- -1356   -21  8112
18-08-08 14:48:58 --- -1379    16  8091
18-08-08 14:48:58 --- -1403    41  8086
18-08-08 14:48:58 --- -1412    60  8098
18-08-08 14:48:58 --- -1425    63  8123
18-08-08 14:48:58 --- -1431    68  8147
18-08-08 14:48:58 --- -1440    69  8177
18-08-08 14:48:58 --- -1452    69  8198
18-08-08 14:48:58 --- -1467    67  8226
18-08-08 14:48:58 --- -1474    56  8253
18-08-08 14:48:58 --- -1469    51  8284
18-08-08 14:48:58 --- -1459    53  8308
18-08-08 14:48:58 --- -1442    63  8326
18-08-08 14:48:58 --- -1441    84  8333
18-08-08 14:48:58 --- -1455   102  8325
18-08-08 14:48:58 --- -1483   128  8323
18-08-08 14:48:58 --- -1509   150  8308
18-08-08 14:48:58 --- -1532   178  8298
18-08-08 14:48:58 --- -1547   199  8279
18-08-08 14:48:58 --- -1548   215  8258
18-08-08 14:48:58 --- -1532   228  8232
18-08-08 14:48:58 --- -1507   232  8211
18-08-08 14:48:58 --- -1470   234  8193
18-08-08 14:48:58 --- -1432   227  8184
18-08-08 14:48:58 --- -1398   214  8188
18-08-08 14:48:58 --- -1374   202  8192
18-08-08 14:48:58 --- -1360   192  8211
18-08-08 14:48:58 --- -1344   191  8221
18-08-08 14:48:58 --- -1325   202  8240
18-08-08 14:48:58 --- -1304   216  8259
18-08-08 14:48:58 --- -1283   232  8282
18-08-08 14:48:58 --- -1265   237  8304
18-08-08 14:48:58 --- -1253   231  8317
18-08-08 14:48:58 --- -1249   218  8316
18-08-08 14:48:58 --- -1240   202  8315
18-08-08 14:48:58 --- -1239   193  8306
18-08-08 14:48:58 --- -1248   190  8307
18-08-08 14:48:58 --- -1265   189  8298
18-08-08 14:48:58 --- -1287   191  8297
18-08-08 14:48:58 --- -1301   186  8280
18-08-08 14:48:58 --- -1304   185  8279
18-08-08 14:48:58 --- -1300   179  8277
18-08-08 14:48:58 --- -1290   174  8285
18-08-08 14:48:58 --- -1293   167  8290
18-08-08 14:48:58 --- -1301   158  8294
18-08-08 14:48:58 --- -1322   162  8275
18-08-08 14:48:58 --- -1354   171  8281
18-08-08 14:48:58 --- -1381   178  8249
18-08-08 14:48:58 --- -1413   174  8256
18-08-08 14:48:58 --- -1437   157  8253
18-08-08 14:48:58 --- -1460   132  8224
18-08-08 14:48:58 --- -1481   121  8217
18-08-08 14:48:58 --- -1491   113  8203
18-08-08 14:48:58 --- -1495   111  8210
18-08-08 14:48:58 --- -1502   101  8243
18-08-08 14:48:58 --- -1513    85  8259
18-08-08 14:48:58 --- -1540    74  8276
18-08-08 14:48:58 --- -1571    60  8279
18-08-08 14:48:58 --- -1592    41  8302
18-08-08 14:48:58 --- -1612    26  8315
18-08-08 14:48:58 --- -1621    10  8324
18-08-08 14:48:58 --- -1630    -6  8331
18-08-08 14:48:58 --- -1639   -10  8335
18-08-08 14:48:58 --- -1642   -18  8353
18-08-08 14:48:58 --- -1627   -30  8371
18-08-08 14:48:58 --- -1604   -43  8375
18-08-08 14:48:58 --- -1573   -58  8383
18-08-08 14:48:58 --- -1539   -64  8393
18-08-08 14:48:58 --- -1511   -60  8407
18-08-08 14:48:58 --- -1492   -43  8414
18-08-08 14:48:58 --- -1483   -19  8420
18-08-08 14:48:58 --- -1485     1  8419
18-08-08 14:48:58 --- -1493    21  8428
18-08-08 14:48:58 --- -1497    43  8438
18-08-08 14:48:58 --- -1507    70  8453
18-08-08 14:48:58 --- -1501   116  8456
18-08-08 14:48:58 --- -1495   171  8468
18-08-08 14:48:58 --- -1462   229  8476
18-08-08 14:48:58 --- -1402   281  8475
18-08-08 14:48:58 --- -1332   321  8470
18-08-08 14:48:58 --- -1262   361  8456
18-08-08 14:48:58 --- -1209   392  8428
18-08-08 14:48:58 --- -1194   440  8394
18-08-08 14:48:58 --- -1194   475  8362
18-08-08 14:48:58 --- -1201   511  8353
18-08-08 14:48:58 --- -1192   520  8279
18-08-08 14:48:58 --- -1165   504  8278
18-08-08 14:48:58 --- -1110   457  8212
18-08-08 14:48:58 --- -1059   393  8226
18-08-08 14:48:58 ---  -996   321  8229
18-08-08 14:48:58 ---  -939   244  8249
18-08-08 14:48:58 ---  -877   181  8258
18-08-08 14:48:58 ---  -823   106  8248
18-08-08 14:48:58 ---  -776    43  8261
18-08-08 14:48:58 ---  -754   -27  8263
18-08-08 14:48:58 ---  -742   -87  8271
18-08-08 14:48:58 ---  -736  -140  8265
18-08-08 14:48:58 ---  -732  -190  8268
18-08-08 14:48:58 ---  -714  -236  8256
18-08-08 14:48:58 ---  -700  -292  8267
18-08-08 14:48:58 ---  -684  -353  8317
18-08-08 14:48:59 ---  -668  -417  8359
18-08-08 14:48:59 ---  -650  -731  8417
18-08-08 14:48:59 ---  -634  -529  8449
18-08-08 14:48:59 ---  -622  -564  8487
18-08-08 14:48:59 ---  -626  -583  8500
18-08-08 14:48:59 ---  -640  -567  8530
